Hgt_km	Lat	LonW	Temp_K	 Pres_Pa	Dens_kgm3	Uwind	Vwind
1281.015	-10.3	195.5	164.68	1.74E-06	3.46E-11	0	0
1282.772	-10.3	195.5	164.71	1.70E-06	3.38E-11	0	0
1284.529	-10.3	195.5	166.18	1.67E-06	3.28E-11	0	0
1286.286	-10.3	195.5	167.93	1.63E-06	3.18E-11	0	0
1288.043	-10.3	195.5	167.67	1.60E-06	3.11E-11	0	0
1289.801	-10.3	195.5	167.87	1.57E-06	3.05E-11	0	0
1291.558	-10.3	195.5	168.16	1.53E-06	2.98E-11	0	0
1293.315	-10.3	195.5	167.32	1.50E-06	2.93E-11	0	0
1295.073	-10.3	195.5	168.77	1.47E-06	2.84E-11	0	0
1296.831	-10.3	195.5	169.03	1.44E-06	2.78E-11	0	0
1298.588	-10.3	195.5	169.38	1.41E-06	2.72E-11	0	0
1300.950	-10.3	195.5	167	1.37E-06	2.68E-11	0	0
1302.708	-10.3	195.5	166.73	1.34E-06	2.63E-11	0	0
1304.467	-10.3	195.5	168.48	1.32E-06	2.54E-11	0	0
1306.225	-10.3	195.5	168.33	1.29E-06	2.49E-11	0	0
1307.983	-10.3	195.5	167.56	1.26E-06	2.45E-11	0	0
1309.741	-10.3	195.5	167.82	1.24E-06	2.40E-11	0	0
1311.500	-10.3	195.5	167.87	1.21E-06	2.35E-11	0	0
1313.258	-10.3	195.5	165.73	1.19E-06	2.33E-11	0	0
1315.017	-10.3	195.5	165.24	1.16E-06	2.29E-11	0	0
1316.776	-10.3	195.5	167.13	1.14E-06	2.21E-11	0	0
1318.535	-10.3	195.5	164.43	1.11E-06	2.20E-11	0	0
1320.294	-10.3	195.5	167.18	1.09E-06	2.12E-11	0	0
1322.053	-10.3	195.5	167.47	1.07E-06	2.07E-11	0	0
1323.812	-10.3	195.5	168.44	1.05E-06	2.02E-11	0	0
1325.571	-10.3	195.5	169.01	1.03E-06	1.97E-11	0	0
1327.331	-10.3	195.5	170.54	1.00E-06	1.91E-11	0	0
1329.090	-10.3	195.5	171.08	9.85E-07	1.87E-11	0	0
1330.850	-10.3	195.5	169.35	9.65E-07	1.85E-11	0	0
1332.609	-10.3	195.5	168.81	9.46E-07	1.82E-11	0	0
1334.369	-10.3	195.5	170.62	9.27E-07	1.76E-11	0	0
1336.129	-10.3	195.5	167.15	9.08E-07	1.76E-11	0	0
1337.889	-10.3	195.5	169.52	8.90E-07	1.70E-11	0	0
1339.649	-10.3	195.5	169.98	8.72E-07	1.66E-11	0	0
1341.409	-10.3	195.5	172.67	8.55E-07	1.60E-11	0	0
1343.169	-10.3	195.5	173.92	8.38E-07	1.56E-11	0	0
1344.930	-10.3	195.5	172.74	8.22E-07	1.54E-11	0	0
1346.690	-10.3	195.5	173.98	8.06E-07	1.50E-11	0	0
1348.451	-10.3	195.5	177.54	7.90E-07	1.44E-11	0	0
1350.211	-10.3	195.5	175.73	7.75E-07	1.43E-11	0	0
1351.972	-10.3	195.5	174.28	7.60E-07	1.41E-11	0	0
1353.733	-10.3	195.5	175.16	7.46E-07	1.38E-11	0	0
1355.494	-10.3	195.5	172.1	7.31E-07	1.37E-11	0	0
1357.255	-10.3	195.5	176.07	7.17E-07	1.32E-11	0	0
1359.016	-10.3	195.5	178.12	7.04E-07	1.28E-11	0	0
1360.777	-10.3	195.5	174.19	6.90E-07	1.28E-11	0	0
1362.538	-10.3	195.5	175.13	6.77E-07	1.25E-11	0	0
1364.299	-10.3	195.5	173.37	6.64E-07	1.24E-11	0	0
1366.061	-10.3	195.5	175.25	6.51E-07	1.20E-11	0	0
1367.823	-10.3	195.5	174.83	6.39E-07	1.18E-11	0	0
1369.584	-10.3	195.5	176.19	6.27E-07	1.15E-11	0	0
1371.346	-10.3	195.5	177.49	6.15E-07	1.12E-11	0	0
1373.108	-10.3	195.5	179.91	6.04E-07	1.08E-11	0	0
1374.870	-10.3	195.5	179.91	5.93E-07	1.06E-11	0	0
1376.632	-10.3	195.5	177.77	5.82E-07	1.05E-11	0	0
1378.394	-10.3	195.5	185.25	5.71E-07	9.91E-12	0	0
1380.156	-10.3	195.5	187.05	5.61E-07	9.64E-12	0	0
